OBJECTID_1,SABL_PWSID,BOUNDARY_TYPE,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,ACTIVITY_STATUS_CD,ACTIVITY_DATE,OWNER_TYPE_CODE,COUNTY,POPULATION,REGULATING_AGENCY,FEDERAL_CLASSIFICATION,STATE_CLASSIFICATION,ADDR_LINE_ONE_TXT,ADDR_LINE_TWO_TXT,ADDRESS_CITY_NAME,ADDRESS_STATE_CODE,ADDRESS_ZIP_CODE,SERVICE_CONNECTIONS,GLOBALID,AC_PHONE_NUMBER,AC_EMAIL,BOUNDARY_FILETYPE,DT_VERIFIED,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,Shape__Area,Shape__Length
3729523,CA1700659,Water Service Area,CA1700659,THE MERCANTILE,EPA\GISService,2023/04/08 01:38:08+00,EPA\GISService,2023/04/08 01:38:08+00,23707,A ,2021/10/29 07:00:00+00,P ,LAKE,28,DISTRICT 03 - MENDOCINO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,4350 THOMAS DRIVE, ,KELSEYVILLE,CA  ,95451,2,{EFBDF5C0-AE2C-4F4B-867A-B91C8436C2E9},707-274-9571                  ,joy@shannonridge.com,Shapefile,2023/04/07 07:00:00+00,Verified,P. Hassett,District / LPA staff member,94339.494104625,1304.69870899818
3729524,CA1500464,Water Service Area,CA1500464,LAKE ISABELLA KOA CAMPGROUND,EPA\GISService,2023/09/02 04:30:14+00,EPA\GISService,2023/09/02 04:30:14+00,26264,A ,1979/03/22 08:00:00+00,P ,KERN,280,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,15627 HWY. 178, ,WELDON,CA  ,93283,68,{9F2EF01B-9527-4F42-B052-60D3103C9FB3},805-434-1996                  ,brian@pmcparks.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,29468.86100129,696.792517548351
3729525,CA3400217,Water Service Area,CA3400217,HOMETOWN COLONIAL ESTATES LLC,EPA\GISService,2023/04/08 06:03:48+00,epa\gisservice,2023/04/14 02:17:34+00,23710,A ,2016/08/08 07:00:00+00,P ,SACRAMENTO,400,LPA64 - SACRAMENTO COUNTY,COMMUNITY,COMMUNITY,10026 HORN RD, ,SACRAMENTO,CA  ,95827,146,{82E5DEBC-9FD5-4A06-B144-D8950FE4D912},916-362-1287                  ,JHamilton@hometownamerica.net,Shapefile,2023/04/07 14:00:00+00,Verified,J. Hamilton,Water System representative,127232.59933309,1576.84006743443
3729526,CA1500449,Water Service Area,CA1500449,FOURTH STREET WATER SYSTEM,EPA\GISService,2023/04/20 23:55:34+00,EPA\GISService,2023/04/20 23:55:34+00,24981,A ,1979/03/22 08:00:00+00,P ,KERN,56,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,7039 4TH STREET, ,WOFFORD HEIGHTS,CA  ,93285,29,{C4870E7C-603E-4402-863F-13D727EB8CE1},661-330-2902                  ,RobertLeit02@gmail.com,Shapefile,2023/04/20 07:00:00+00,Verified,R. Leiterman,Water System representative,179322.7147584,2025.86626627936
3729527,CA2910016,Water Service Area,CA2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,EPA\GISService,2023/04/25 01:37:59+00,EPA\GISService,2023/04/25 01:37:59+00,25297,A ,1976/01/01 08:00:00+00,L ,NEVADA,310,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,53823 Sheritt Lane, ,SODA SPRINGS,CA  ,95728,362,{C003857A-2081-42D8-9B01-E97AAE8BDCE6},530-426-3456                  ,spalmer@dspud.com,Shapefile,2023/04/24 07:00:00+00,Verified,T. Skjelstad,Water System representative,60044183.8662581,41589.1634664137
3729528,CA1502068,Water Service Area,CA1502068,DI GIORGIO SCHOOL WATER SYSTEM,EPA\GISService,2023/09/02 04:37:31+00,EPA\GISService,2023/09/02 04:37:31+00,26268,A ,1979/03/22 08:00:00+00,P ,KERN,268,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,14046 Rock Pile Rd, ,ARVIN,CA  ,93203,1,{CC1D70A3-E057-4A58-8B9B-37E68A145373},661-854-2604                  ,jallen@digiorgio.k12.ca.us,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,73305.986944715,1262.97637795836
3729529,CA1502034,Water Service Area,CA1502034,CALIFORNIA PORTLAND CEMENT,EPA\GISService,2023/09/02 04:32:02+00,EPA\GISService,2023/09/02 04:32:02+00,26265,A ,1979/03/22 08:00:00+00,P ,KERN,200,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,9350 OAK CREEK ROAD, ,MOJAVE,CA  ,93501,14,{B168E570-7EF0-4129-A7EA-9ACEF95E503B},661-823-3731                  ,OFISHER@CALPORTLAND.COM,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,1032205.29796635,6123.8966939036
3729530,CA1502042,Water Service Area,CA1502042,CAMP LAKOTA WATER SYSTEM,EPA\GISService,2023/09/02 04:32:54+00,EPA\GISService,2023/09/02 04:32:54+00,26266,A ,1979/03/22 08:00:00+00,P ,KERN,238,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,11220 Dorothy Ln, ,FRAZIER PARK,CA  ,93225,6,{590EADF5-8EFA-4BEE-8966-0464663A330A},626-677-3605                  ,nau@girlscoutsla.org,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,342648.58367021,2479.41719271894
3729531,CA1502044,Water Service Area,CA1502044,CAMP TECUYA WATER SYSTEM,EPA\GISService,2023/09/02 04:33:40+00,EPA\GISService,2023/09/02 04:33:40+00,26267,A ,1979/03/22 08:00:00+00,P ,KERN,180,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,11701 Frontier Road, ,FRAZIER PARK,CA  ,93225,3,{EE29B440-7CF5-4CBC-9E3B-2EDDED19BB32},818-262-3934                  ,hrach.galoustian@homenetmen.org,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,211434.1367155,1851.97902017492
3729532,CA1502074,Water Service Area,CA1502074,EL TEJON MIDDLE SCHOOL,EPA\GISService,2023/09/02 04:39:49+00,EPA\GISService,2023/09/02 04:39:49+00,26269,A ,1979/03/22 08:00:00+00,P ,KERN,550,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,4337 LEBEC ROAD, ,LEBEC,CA  ,93243,1,{27B0502E-5C0C-4656-8430-B2C718D64F42},661-706-6164                  ,CHANSEN@EL-TEJON.K12.CA.US,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,108055.64812656,1457.81717611648
3729533,CA1502194,Water Service Area,CA1502194,SIERRA VISTA RESTAURANT,EPA\GISService,2023/09/02 04:42:37+00,EPA\GISService,2023/09/02 04:42:37+00,26270,A ,1979/03/22 08:00:00+00,P ,KERN,50,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,16575 Highway 178, ,WELDON,CA  ,93283,3,{7BAF5BFE-EEE3-4793-BBA1-C8F5535622CA},661-742-6042                  ,joymiller21@icloud.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,7748.23813437,354.822641817255
3729534,CA1502249,Water Service Area,CA1502249,CAMP ST NICHOLAS WATER SYSTEM,EPA\GISService,2023/09/02 04:44:25+00,EPA\GISService,2023/09/02 04:44:25+00,26271,A ,1979/03/22 08:00:00+00,P ,KERN,212,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,11701 Frontier Rd, ,FRAZIER PARK,CA  ,93225,1,{0264A3A6-263F-417E-BDF1-F679E6889FB4},818-563-2838                  ,emalouf47@hotmail.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,129579.789288425,1859.59401830536
3729535,CA1502422,Water Service Area,CA1502422,CALTRANS-BORON REST STOP WATER SYSTEM,EPA\GISService,2023/09/02 05:33:01+00,EPA\GISService,2023/09/02 05:33:01+00,26272,A ,1979/03/22 08:00:00+00,S ,KERN,3000,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,500 South Main Street, ,BISHOP,CA  ,93514,2,{E9257128-65DA-4DFF-8437-A0D2C1CB233E},760-874-8317                  ,bradley.bowers@dot.ca.gov,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,127460.3737531,1404.72736089684
3729536,CA1502572,Water Service Area,CA1502572,USFS - HAVILAH WORK CENTER,EPA\GISService,2023/09/02 05:51:13+00,EPA\GISService,2023/09/02 05:51:13+00,26593,A ,1984/01/21 08:00:00+00,F ,KERN,30,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,7221 Caliente Bodfish Rd, ,HAVILAH,CA  ,93518,5,{5E11C170-9384-4E8B-A759-BCE59ACAE977},559-306-3449                  ,pablo.bacaceballos@usda.gov,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,9365.74553752,442.625963051469
3729537,CA1502595,Water Service Area,CA1502595,NATIONAL CEMENT CO.-LEBEC PLANT,EPA\GISService,2023/09/02 05:52:05+00,EPA\GISService,2023/09/02 05:52:05+00,26594,A ,1976/01/01 08:00:00+00,P ,KERN,120,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,"34°48'50.95""N, 118°41'37.45""W", ,LANCASTER,CA  ,93536,1,{9437110E-EF21-4C83-ABAD-2218956AD949},661-495-1976                  ,thomas.snowden@natcem.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,674218.654417955,3462.17066674309
3729538,CA1502607,Water Service Area,CA1502607,PIUTE MOUNTAIN SCHOOL WATER,EPA\GISService,2023/09/02 05:52:59+00,EPA\GISService,2023/09/02 05:52:59+00,26595,A ,1985/12/19 08:00:00+00,L ,KERN,75,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,"12400 CALIENTE CREEK RD,", ,CALIENTE,CA  ,93518,5,{E8D25D65-0F79-46E5-9463-6BB5DD007942},760-378-4000                  ,rshive@calienteschooldistrict.org,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,87359.78931651,1244.93787482637
3729539,CA1502667,Water Service Area,CA1502667,THE PATCH FRUIT STAND,EPA\GISService,2023/09/02 05:53:49+00,EPA\GISService,2023/09/02 05:53:49+00,26596,A ,1986/12/30 08:00:00+00,P ,KERN,80,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1031 METTLER FRONTAGE RD. W, ,BAKERSFIELD,CA  ,93306,3,{4C2A1C1E-241A-4596-90F9-1E7FA7B46EDE},661-858-2356                  ,myesparza81@gmail.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,37875.13528464,935.368437000735
3729540,CA1502689,Water Service Area,CA1502689,USFS - CAMP 9,EPA\GISService,2023/09/02 05:57:19+00,EPA\GISService,2023/09/02 05:57:19+00,26597,A ,1992/12/04 08:00:00+00,F ,KERN,161,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY," 35°41'37.62""N, 118°25'52.47""W", ,KERNVILLE,CA  ,93238,1,{119D3DA4-4676-4258-ABEF-F33BC82E243B},760-376-1269                  ,kstone@goexplorus.com,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,351163.89015868,6133.98558304332
3729541,CA1502695,Water Service Area,CA1502695,BUTTERMILK ACRES WATER SYSTEM,EPA\GISService,2023/09/02 05:58:14+00,EPA\GISService,2023/09/02 05:58:14+00,26598,A ,1976/01/01 08:00:00+00,P ,KERN,60,DISTRICT 19 - TEHACHAPI,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3628 Alene Ave, ,RIDGECREST,CA  ,93555,2,{B806B653-9387-4048-8A72-A80FDB38D7C8},760-608-7383                  ,TJWESTERNHOMES@HOTMAIL.COM,KMZ,2023/09/01 07:00:00+00,Verified,O. Jaime,District / LPA staff member,25141.70093884,690.554812167357
3729542,CA2710702,Water Service Area,CA2710702,FORT HUNTER LIGGETT,EPA\GISService,2023/10/11 01:56:13+00,EPA\GISService,2023/10/11 01:56:13+00,27240,A ,1976/01/01 08:00:00+00,F ,MONTEREY,2753,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,238 California Avenue, ,FORT HUNTER LIGGETT,CA  ,93928,185,{C35A95EC-637A-4521-BFED-7D26E494D155},831-386-2866                  ,peter.j.bosmajian.civ@army.mil,Shapefile,2023/10/10 07:00:00+00,Verified,M. Moeller,Water System representative,47400146.6664057,33640.6559772146
3729543,CA3310047,Water Service Area,CA3310047,CABAZON WATER DISTRICT,EPA\GISService,2023/10/11 03:26:48+00,EPA\GISService,2023/10/11 03:26:48+00,27241,A ,1979/03/22 08:00:00+00,L ,RIVERSIDE,2271,DISTRICT 20 - RIVERSIDE,COMMUNITY,COMMUNITY,14618 Broadway St., ,CABAZON,CA  ,92230,989,{D646B1DC-00D3-4FFE-B17A-32DBAB7426F6},951-849-4442                  ,eaguilar@cabazonwater.org,Shapefile,2023/10/10 07:00:00+00,Verified,E. Aguilar,Water System representative,53850501.8953315,70672.7565797885
3729544,CA5400620,Water Service Area,CA5400620,GRAND VIEW SCHOOL,EPA\GISService,2021/02/02 02:02:03+00,EPA\GISService,2021/02/02 02:02:03+00,5789,A ,2014/04/28 07:00:00+00,L ,TULARE,400,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,39746 ROAD 64, ,DINUBA,CA  ,93618,18,{FED1AA5D-1CDD-41DC-8EC7-7CD31EEA1228},559-351-8688                  ,jack.schreuder@dinuba.k12.ca.us,KMZ,2021/02/01 08:00:00+00,Verified,K. Willet,District / LPA staff member,45330.37913132,868.362040523391
3729545,CA5403150,Water Service Area,CA5403150,HARI'S MARKET,EPA\GISService,2021/02/02 02:05:59+00,EPA\GISService,2021/02/02 02:05:59+00,5790,A ,2014/06/25 07:00:00+00,P ,TULARE,212,DISTRICT 12 - VISALIA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,814 E. DATE AVE., ,PORTERVILLE,CA  ,93257,4,{9BF15468-DB0A-41CA-9C98-FB480813750A},559-783-0787                  ,harismarket@gmail.com,KMZ,2021/02/01 08:00:00+00,Verified,K. Willet,District / LPA staff member,1096.16255967,132.514916143077
3729546,CA5402008,Water Service Area,CA5402008,HOT SPRINGS SCHOOL,EPA\GISService,2021/02/02 02:07:04+00,EPA\GISService,2021/02/02 02:07:04+00,5791,A ,2014/04/28 07:00:00+00,L ,TULARE,42,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,40505 HOT SPRINGS ROAD, ,CALIF HOT SPRINGS,CA  ,93207,1,{3DA406EC-DC05-4839-AAC1-AAAF71784558},661-548-6544                  ,sherri.bennett@hotspringsschool.org,KMZ,2021/02/01 08:00:00+00,Verified,K. Willet,District / LPA staff member,4900.84217587,281.287780355095
3729547,CA5403083,Water Service Area,CA5403083,KING FRESH PACKING & COOLING,EPA\GISService,2021/02/02 02:10:27+00,EPA\GISService,2021/02/02 02:10:27+00,5792,A ,2014/04/28 07:00:00+00,P ,TULARE,66,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,4731 AVE 400, ,DINUBA,CA  ,93618,7,{1EED72E8-7372-41DA-AFBF-1C02551F13B1},559-596-2040                  ,keith@kingfresh.com,KMZ,2021/02/01 08:00:00+00,Verified,K. Willet,District / LPA staff member,47111.05450075,868.56166620814
3729548,CA5403048,Water Service Area,CA5403048,JDH,EPA\GISService,2021/02/02 02:12:54+00,EPA\GISService,2021/02/02 02:12:54+00,6081,A ,2014/04/28 07:00:00+00,P ,TULARE,75,DISTRICT 24 - TULARE,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,11518 RD 120, ,PIXLEY,CA  ,93256,4,{74CB2816-1B76-40A4-87D7-D5AD51E89EAC},559-684-3245                  ,jhandly@jdhco.com,KMZ,2021/02/01 08:00:00+00,Verified,K. Willet,District / LPA staff member,89271.151753,1236.32359090545
3729549,CA3410001,Water Service Area,CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,EPA\GISService,2021/09/21 22:17:05+00,EPA\GISService,2021/09/21 22:17:05+00,12819,A ,1976/01/01 08:00:00+00,L ,SACRAMENTO,194444,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,"3701 MARCONI AVENUE, SUITE 100", ,SACRAMENTO,CA  ,95821,46822,{06E4450E-EF30-44C5-A78F-2049DD96D01B},916-972-7171                  ,munderwood@sswd.org,Shapefile,2019/07/29 07:00:00+00,Verified,M. Underwood,Water System representative,153003851.49427,152765.393898174
3729550,CA1500209,Water Service Area,CA1500209,ALTA SIERRA MUTUAL WATER CO.,EPA\GISService,2023/03/18 05:03:52+00,EPA\GISService,2023/03/18 05:03:52+00,22748,A ,1979/03/22 08:00:00+00,P ,KERN,143,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,10502 Sequoia Drive,Suite 11,WOFFORD HEIGHTS,CA  ,93285,224,{759C9B9E-E889-4057-81F5-785BB764BB2D},760-549-9071                  ,imbrianleesimpson@gmail.com,Shapefile,2023/03/17 07:00:00+00,Verified,W. Preston,Water System representative,478386.86560655,2943.90266988655
3729551,CA4210010,Water Service Area,CA4210010,CITY OF SANTA BARBARA WATER DEPARTMENT,EPA\GISService,2021/09/22 02:27:48+00,EPA\GISService,2021/09/22 02:27:48+00,12821,A ,1979/03/22 08:00:00+00,L ,SANTA BARBARA,98872,DISTRICT 06 - SANTA BARBARA,COMMUNITY,COMMUNITY,630 Garden Street, ,SANTA BARBARA,CA  ,93102,27491,{62FA049D-4823-4D74-A546-FCFEA2281450},805-564-5379                  ,mward@santabarbaraca.gov,Shapefile,2021/09/21 07:00:00+00,Verified,M. Wood,Water System representative,78129320.6887461,72033.978001907
3729552,CA0910006,Water Service Area,CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,EPA\GISService,2021/09/22 04:57:11+00,EPA\GISService,2021/09/22 04:57:11+00,12822,A ,1976/01/01 08:00:00+00,L ,EL DORADO,1374,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,4765 SCIARONI RD., ,GRIZZLY FLATS,CA  ,95636,620,{7FAFCCA7-0B42-49E1-8433-14DA35BD75E2},530-622-9626                  ,gfplant@sbcglobal.net,Shapefile,2019/08/14 07:00:00+00,Verified,S. Myers,Water System representative,11192612.7598891,20381.1546960065
3729553,CA5602111,Water Service Area,CA5602111,NYELAND ACRES MUTUAL WATER CO,EPA\GISService,2022/02/03 06:12:29+00,EPA\GISService,2022/02/03 06:12:29+00,15698,A ,1979/03/22 08:00:00+00,P ,VENTURA,972,DISTRICT 06 - SANTA BARBARA,COMMUNITY,COMMUNITY,P.O. Box 5605, ,OXNARD,CA  ,93031,183,{A0473C94-D940-4009-A38B-44EAA1974ACD},805-485-5113                  ,dinasemailbox@gmail.com,Shapefile,2022/02/02 08:00:00+00,Verified,D. Ontiveras,Water System representative,502582.04717605,3579.48949534687
3729554,CA1500405,Water Service Area,CA1500405,"AERIAL ACRES WATER COMPANY, INC.",EPA\GISService,2023/03/18 05:18:03+00,epa\gisservice,2024/02/24 07:56:38+00,22749,A ,1979/03/22 08:00:00+00,P ,KERN,87,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,18130 Avenue B, ,NORTH EDWARDS,CA  ,93523,49,{41BA7FDB-F8EC-4C7E-820C-53E1B3897495},626-551-6609                  ,aerialacreswatercoinc@gmail.com,Shapefile,2024/02/23 16:00:00+00,Verified,D. Rodriguez,Water System representative,577499.789440995,3391.32933914948
3729555,CA5110002,Water Service Area,CA5110002,CITY OF YUBA CITY,EPA\GISService,2023/03/22 23:06:00+00,EPA\GISService,2023/03/22 23:06:00+00,23064,A ,1979/03/22 08:00:00+00,L ,SUTTER,70256,DISTRICT 21 - VALLEY,COMMUNITY,COMMUNITY,1201 CIVIC CENTER BLD.,701 NORTHGATE DRIVE,YUBA CITY,CA  ,95993,19116,{DFD183DE-977B-4E77-88B8-E61A291F4C19},530-822-4759                  ,celder@yubacity.net,Shapefile,2023/03/22 07:00:00+00,Verified,G. Davis,Water System representative,66185985.044405,72992.4804940909
3729556,CA1500447,Water Service Area,CA1500447,SIERRA BREEZE MUTUAL WATER COMPANY,EPA\GISService,2023/03/22 23:16:06+00,EPA\GISService,2023/03/22 23:16:06+00,23065,A ,1979/03/22 08:00:00+00,P ,KERN,150,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,1618 Chaparral Dr, ,RIDGECREST,CA  ,93555,60,{E1649BF8-2334-4311-BEAC-6F4186A1535B},442-966-8810                  ,rickpeterson146@gmail.com,Shapefile,2023/03/22 07:00:00+00,Verified,J. Bird,State Board staff member,119695.36934703,1462.42308781724
3729557,CA1500525,Water Service Area,CA1500525,LAKEVIEW RANCHOS MUTUAL WATER COMPANY,EPA\GISService,2023/03/23 00:41:21+00,EPA\GISService,2023/03/23 00:41:21+00,23066,A ,1979/03/22 08:00:00+00,P ,KERN,120,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,10460 BULL RUN RD, ,WELDON,CA  ,93283,71,{9B99A5EF-C066-4E22-9AF0-F46ADE7E78DD},661-204-3463                  ,dan@ableauto.com,Shapefile,2023/03/22 07:00:00+00,Verified,J. Bird,State Board staff member,1787685.52747666,8179.94573185203
3729558,CA1910049,Water Service Area,CA1910049,"HUNTINGTON PARK-CITY, WATER DEPT.",EPA\GISService,2023/12/19 08:25:03+00,epa\gisservice,2023/12/19 08:27:02+00,30738,A ,1976/01/01 08:00:00+00,L ,LOS ANGELES,15275,DISTRICT 22 - ANGELES,COMMUNITY,COMMUNITY,6900 BISSELL STREET, ,HUNTINGTON PARK,CA  ,90255,5608,{DE7B71A9-E01C-4FBA-AEB3-CAF295AD1D99},323-501-3438                  ,ricardo.barba@inframark.com,Shapefile,2023/12/18 00:00:00+00,Verified,R. Barba,Water System representative,9575592.85379517,21913.5176672932
3729559,CA1900075,Water Service Area,CA1900075,BLEICH FLATS MUTUAL,EPA\GISService,2023/11/17 08:27:00+00,epa\gisservice,2023/12/08 03:32:46+00,29778,A ,2016/08/08 07:00:00+00,P ,LOS ANGELES,50,DISTRICT 07 - HOLLYWOOD,COMMUNITY,COMMUNITY,46201 KINGS CANYON ROAD, ,LANCASTER,CA  ,93536,36,{BCD4B5F6-358E-4BF7-9451-F6F8C50EFE3C},661-810-5752                  ,BFMWATERCO@GMAIL.COM,Shapefile,2023/12/07 16:00:00+00,Verified,A. Harvey,Water System representative,4476481.45448033,9824.3436101751
3729560,CA1900541,Water Service Area,CA1900541,WESTERN SKIES MOBILE HOME PARK,EPA\GISService,2023/12/19 08:57:58+00,EPA\GISService,2023/12/19 08:57:58+00,30739,A ,2016/08/08 07:00:00+00,P ,LOS ANGELES,198,DISTRICT 16 - CENTRAL,COMMUNITY,COMMUNITY,3157 EAST AVE I, ,LANCASTER,CA  ,93535,61,{4DE55FEA-39DF-46C5-88CB-700C09B5407A},661-946-4161                  ,wsmhp3157@yahoo.com,Shapefile,2023/12/18 08:00:00+00,Verified,V. Steele,Water System representative,44473.930778985,845.767222909313
3729561,CA4310021,Water Service Area,CA4310021,PURISSIMA HILLS WATER DISTRICT,EPA\GISService,2024/01/05 02:30:15+00,EPA\GISService,2024/01/05 02:30:15+00,31699,A ,1976/01/01 08:00:00+00,L ,SANTA CLARA,6245,DISTRICT 17 - SANTA CLARA,COMMUNITY,COMMUNITY,26375 FREMONT ROAD, ,LOS ALTOS HILLS,CA  ,94022,2146,{CF76BBA9-5125-4034-9579-62B7D46F2056},650-948-1217                  ,ewalter@purissimawater.org,Shapefile,2024/01/04 08:00:00+00,Verified,E. Walter,Water System representative,29355163.3547576,36215.9989739202
3729562,CA1910007,Water Service Area,CA1910007,AZUSA LIGHT AND WATER,EPA\GISService,2024/01/05 03:59:12+00,EPA\GISService,2024/01/05 03:59:12+00,31379,A ,1979/03/22 08:00:00+00,L ,LOS ANGELES,110044,DISTRICT 16 - CENTRAL,COMMUNITY,COMMUNITY,729 N. AZUSA AVENUE, ,AZUSA,CA  ,91702,23379,{CDDBB180-8595-434F-B892-942BB3B86996},626-812-5173                  ,mbarbosa@azusaca.gov,Shapefile,2024/01/04 08:00:00+00,Verified,F. Lucarelli,Water System representative,53661380.0021798,46364.9516975599
3729563,CA1910060,Water Service Area,CA1910060,LA PUENTE VALLEY CWD,EPA\GISService,2024/01/05 08:11:55+00,EPA\GISService,2024/01/05 08:11:55+00,31380,A ,1979/03/22 08:00:00+00,L ,LOS ANGELES,8243,DISTRICT 16 - CENTRAL,COMMUNITY,COMMUNITY,112 NORTH FIRST STREET, ,LA PUENTE,CA  ,91744,2498,{071F86B6-177B-4175-B048-A6EB5EB710EB},626-330-2126                  ,rfrausto@lapuentewater.com,Shapefile,2024/01/04 08:00:00+00,Verified,A. Arana,Water System representative,6354940.72214152,19716.0152975189
3729564,CA1910051,Water Service Area,CA1910051,"INGLEWOOD- CITY, WATER DEPT.",EPA\GISService,2024/01/05 08:24:16+00,EPA\GISService,2024/01/05 08:24:16+00,31381,A ,1976/01/01 08:00:00+00,L ,LOS ANGELES,80824,DISTRICT 07 - HOLLYWOOD,COMMUNITY,COMMUNITY,ONE W. MANCHESTER BLVD, ,INGLEWOOD,CA  ,90301,15942,{FA44A4BD-A847-4652-A78A-7FB0EDE73947},310-412-5333                  ,tolmos@cityofinglewood.org,Shapefile,2024/01/04 08:00:00+00,Verified,T. Lee,Water System representative,28526660.3633053,33365.7863525097
3729565,CA1503669,Water Service Area,CA1503669,NORTH KRANENBURG WS,EPA\GISService,2024/02/24 08:58:38+00,EPA\GISService,2024/02/24 08:58:38+00,32355,A ,2012/09/11 07:00:00+00,P ,KERN,28,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,17426 KRANENBURG AVE, ,BAKERSFIELD,CA  ,93314,9,{9C290649-CEF1-4FA7-AA20-A0DDAB11C415},661-343-5317                  ,marydegeare@sbcglobal.net,Shapefile,2024/02/23 08:00:00+00,Verified,M. Degeare,Water System representative,56542.940801085,1148.54010066001
3729566,CA1500588,Water Service Area,CA1500588,SON SHINE PROPERTIES,EPA\GISService,2024/02/24 08:19:33+00,EPA\GISService,2024/02/24 08:19:33+00,32353,A ,1983/06/30 07:00:00+00,P ,KERN,438,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,11640 N COMANCHE DRIVE, ,ARVIN,CA  ,93203,106,{F6B34046-3B11-4A35-A466-80597AE10314},661-366-5736                  ,dixon.lora@yahoo.com,Shapefile,2024/02/23 08:00:00+00,Verified,W. Kirschenman,Water System representative,194915.9872666,2595.77716916214
